数据日期,车系ID,车型,品牌,动力形式,价格(万元),亮点标签,6C快充标签,换电支持,ADAS配置,纯电续航里程(km)工信部,纯电续航里程(km)CLTC,电池能量密度(Wh/kg),高压快充平台,充电时间,快充时间(分钟),充电电量,快充窗口跨度(%),高压平台电压(V),电池容量(kWh),电芯品牌,电池类型,电动机,电控系统,发电机马力(Ps),缺失状态,数据状态
2026-07-09,6116,远航汽车远航H9 650km 四驱奢享版,远航汽车远航,纯电动,40.98,800V+,未明确显示,未明确显示,未明确显示,650,650,未明确显示,800V,快充18分钟,18.0,80,未明确显示,800,98,亿纬锂能,三元锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,9118,智己LS6 2026款 纯电 Max,智己,纯电动,22.49,800V+、ADAS,未明确显示,未明确显示,高配智驾版本线索,600,600,未明确显示,800V,快充18分钟,18.0,10-80,70.0,800,76,中创新航,磷酸铁锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,25819,与众08 2026款 Ultra,与众,纯电动,22.99,800V+、长续航700+、ADAS,未明确显示,未明确显示,高配智驾版本线索,730,730,未明确显示,800V,快充20分钟,20.0,10-80,70.0,800,95.04,宁德时代,磷酸铁锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,25819,与众08 2026款 Max,与众,纯电动,22.99,800V+、长续航700+、ADAS,未明确显示,未明确显示,高配智驾版本线索,700,700,未明确显示,800V,快充20分钟,20.0,10-80,70.0,800,95.04,宁德时代,磷酸铁锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,20041,小米汽车小米YU7 后驱标准版,小米汽车小米,纯电动,23.35,800V+,未明确显示,未明确显示,未明确显示,643,643,未明确显示,800V,快充20分钟,20.0,10-80,70.0,800,73,宁德时代,磷酸铁锂电池,纯电动单电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,25819,与众08 2026款 Pure,与众,纯电动,22.99,800V+,未明确显示,未明确显示,未明确显示,630,630,未明确显示,800V,快充20分钟,20.0,10-80,70.0,800,82.37,宁德时代,磷酸铁锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,20041,小米汽车小米YU7 后驱长续航版,小米汽车小米,纯电动,23.35,800V+、长续航700+,未明确显示,未明确显示,未明确显示,835,835,未明确显示,800V,快充21分钟,21.0,10-80,70.0,800,96.3,弗迪/宁德时代,磷酸铁锂电池,纯电动单电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,20041,小米汽车小米YU7 四驱Pro版,小米汽车小米,纯电动,23.35,800V+、长续航700+,未明确显示,未明确显示,未明确显示,770,770,未明确显示,800V,快充21分钟,21.0,10-80,70.0,800,96.3,弗迪/宁德时代,磷酸铁锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,25079,奥迪Q6L Sportback e-tron 2026款 超长续航版,奥迪,纯电动,29.98,800V+、长续航700+,未明确显示,未明确显示,未明确显示,765,765,173.2,800V,快充21分钟,21.0,10-80,70.0,800,107,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,9440,奥迪Q6L e-tron 2026款 超长续航版,奥迪,纯电动,27.98,800V+、长续航700+,未明确显示,未明确显示,未明确显示,752,752,173.2,800V,快充21分钟,21.0,10-80,70.0,800,107,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,25079,奥迪Q6L Sportback e-tron 2026款 超长续航乾崑智驾版,奥迪,纯电动,29.98,800V+、长续航700+、ADAS,未明确显示,未明确显示,高阶辅助驾驶线索,715,715,173.2,800V,快充21分钟,21.0,10-80,70.0,800,107,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,9440,奥迪Q6L e-tron 2026款 超长续航乾崑智驾版,奥迪,纯电动,27.98,800V+、长续航700+、ADAS,未明确显示,未明确显示,高阶辅助驾驶线索,709,709,173.2,800V,快充21分钟,21.0,10-80,70.0,800,107,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,25079,奥迪Q6L Sportback e-tron 2026款 quattro乾崑智驾版,奥迪,纯电动,29.98,800V+、ADAS,未明确显示,未明确显示,高阶辅助驾驶线索,675,675,173.2,800V,快充21分钟,21.0,10-80,70.0,800,107,宁德时代,三元锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,9440,奥迪Q6L e-tron 2026款 quattro乾崑智驾版,奥迪,纯电动,27.98,800V+、ADAS,未明确显示,未明确显示,高阶辅助驾驶线索,668,668,173.2,800V,快充21分钟,21.0,10-80,70.0,800,107,宁德时代,三元锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,5308,阿维塔阿维塔 11 Max后驱纯电版,阿维塔,纯电动,28.99,800V+、长续航700+、ADAS,未明确显示,未明确显示,高配智驾版本线索,815,815,190.0,800V,快充25分钟 / 慢充13.5小时,25.0,30-80,50.0,800,116.79,宁德时代,三元锂电池,纯电动单电机,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,5308,阿维塔阿维塔 11 Max四驱纯电版,阿维塔,纯电动,28.99,800V+、长续航700+、ADAS,未明确显示,未明确显示,高配智驾版本线索,760,760,190.0,800V,快充25分钟 / 慢充13.5小时,25.0,30-80,50.0,800,116.79,宁德时代,三元锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,5308,阿维塔阿维塔 11 改款 Ultra四驱纯电版,阿维塔,纯电动,28.99,800V+、长续航700+、ADAS,未明确显示,未明确显示,高配智驾版本线索,760,760,190.0,800V,快充25分钟 / 慢充13.5小时,25.0,30-80,50.0,800,116.79,宁德时代,三元锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,5308,阿维塔阿维塔 11 改款 皇家剧院版,阿维塔,纯电动,28.99,800V+、长续航700+,未明确显示,未明确显示,未明确显示,760,760,190.0,800V,快充25分钟 / 慢充13.5小时,25.0,30-80,50.0,800,116.79,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,5308,阿维塔阿维塔 11 暗夜骑士版,阿维塔,纯电动,28.99,800V+、长续航700+,未明确显示,未明确显示,未明确显示,760,760,190.0,800V,快充25分钟 / 慢充13.5小时,25.0,30-80,50.0,800,116.79,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,25079,奥迪Q6L Sportback e-tron 2026款 长续航版,奥迪,纯电动,29.98,800V+,未明确显示,未明确显示,未明确显示,677,677,143.5,800V,快充25分钟,25.0,10-80,70.0,800,95,弗迪,磷酸铁锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,9440,奥迪Q6L e-tron 2026款 长续航版,奥迪,纯电动,27.98,800V+,未明确显示,未明确显示,未明确显示,672,672,143.5,800V,快充25分钟,25.0,10-80,70.0,800,95,弗迪,磷酸铁锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,10177,岚图岚图知音 超长续航乾崑版,岚图,纯电动,20.29,800V+、长续航700+、ADAS,未明确显示,未明确显示,高阶辅助驾驶线索,901,901,未明确显示,800V,快充32分钟,32.0,20-80,60.0,800,112,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,10177,岚图岚图知音 超长续航智享版,岚图,纯电动,20.29,800V+、长续航700+,未明确显示,未明确显示,未明确显示,901,901,未明确显示,800V,快充32分钟,32.0,10-80,70.0,800,109,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,10136,smart精灵#5 2024款 超长续航豪华版,smart,纯电动,23.99,长续航700+,未明确显示,未明确显示,未明确显示,740,740,未明确显示,400V,快充15分钟,15.0,10-80,70.0,400,100,中创新航,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,10136,smart精灵#5 2025款 超长续航豪华四驱版,smart,纯电动,23.99,未明确显示,未明确显示,未明确显示,未明确显示,670,670,未明确显示,400V,快充15分钟,15.0,10-80,70.0,400,100,中创新航,三元锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,10136,smart精灵#5 2025款 BRABUS超能版,smart,纯电动,23.99,未明确显示,未明确显示,未明确显示,未明确显示,660,660,未明确显示,400V,快充15分钟,15.0,10-80,70.0,400,100,中创新航,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,10136,smart精灵#5 2024款 丛林之境限量版,smart,纯电动,23.99,未明确显示,未明确显示,未明确显示,未明确显示,580,580,未明确显示,400V,快充15分钟,15.0,10-80,70.0,400,100,中创新航,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,8835,红旗天工08 2025款 730 Max后驱版,红旗天工,纯电动,21.59,长续航700+、ADAS,未明确显示,未明确显示,高配智驾版本线索,730,730,未明确显示,400V,快充20分钟,20.0,10-80,70.0,400,111,宁德时代/时代一汽,三元锂电池,纯电动单电机,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,8835,红旗天工08 2025款 730 后驱智选版,红旗天工,纯电动,21.59,长续航700+,未明确显示,未明确显示,未明确显示,730,730,未明确显示,400V,快充20分钟,20.0,10-80,70.0,400,111,宁德时代/时代一汽,三元锂电池,纯电动单电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,8835,红旗天工08 2025款 680 Ultra四驱版,红旗天工,纯电动,21.59,ADAS,未明确显示,未明确显示,高配智驾版本线索,680,680,未明确显示,400V,快充20分钟,20.0,10-80,70.0,400,111,宁德时代/时代一汽,三元锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,8835,红旗天工08 2025款 680 四驱智选版,红旗天工,纯电动,21.59,未明确显示,未明确显示,未明确显示,未明确显示,680,680,未明确显示,400V,快充20分钟,20.0,10-80,70.0,400,111,宁德时代/时代一汽,三元锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,8835,红旗天工08 2025款 605 Max后驱版,红旗天工,纯电动,21.59,ADAS,未明确显示,未明确显示,高配智驾版本线索,605,605,未明确显示,400V,快充20分钟,20.0,10-80,70.0,400,85,宁德时代/时代一汽,磷酸铁锂电池,纯电动单电机,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,8835,红旗天工08 2025款 605 后驱先锋版,红旗天工,纯电动,21.59,未明确显示,未明确显示,未明确显示,未明确显示,605,605,未明确显示,400V,快充20分钟,20.0,10-80,70.0,400,85,宁德时代/时代一汽,磷酸铁锂电池,纯电动单电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,8835,红旗天工08 2025款 605 后驱智选版,红旗天工,纯电动,21.59,未明确显示,未明确显示,未明确显示,未明确显示,605,605,未明确显示,400V,快充20分钟,20.0,10-80,70.0,400,85,宁德时代/时代一汽,磷酸铁锂电池,纯电动单电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,8835,红旗天工08 2025款 565 Ultra四驱版,红旗天工,纯电动,21.59,ADAS,未明确显示,未明确显示,高配智驾版本线索,565,565,未明确显示,400V,快充20分钟,20.0,10-80,70.0,400,85,宁德时代/时代一汽,磷酸铁锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,8835,红旗天工08 2025款 565 四驱先锋版,红旗天工,纯电动,21.59,未明确显示,未明确显示,未明确显示,未明确显示,565,565,未明确显示,400V,快充20分钟,20.0,10-80,70.0,400,85,宁德时代/时代一汽,磷酸铁锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,8835,红旗天工08 2025款 565 四驱智选版,红旗天工,纯电动,21.59,未明确显示,未明确显示,未明确显示,未明确显示,565,565,未明确显示,400V,快充20分钟,20.0,10-80,70.0,400,85,宁德时代/时代一汽,磷酸铁锂电池,纯电动双电机,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,8835,红旗天工08 2025款 520 Max后驱版,红旗天工,纯电动,21.59,ADAS,未明确显示,未明确显示,高配智驾版本线索,520,520,未明确显示,400V,快充25分钟,25.0,10-80,70.0,400,75,弗迪,磷酸铁锂电池,纯电动单电机,未明确显示,未明确显示,缺失:换电支持,当日采集
2026-07-09,10136,smart精灵#5 2024款 长续航标准版,smart,纯电动,23.99,未明确显示,未明确显示,未明确显示,未明确显示,570,570,未明确显示,400V,快充30分钟,30.0,10-80,70.0,400,76,衢州极电,磷酸铁锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,10136,smart精灵#5 2024款 长续航豪华版,smart,纯电动,23.99,未明确显示,未明确显示,未明确显示,未明确显示,570,570,未明确显示,400V,快充30分钟,30.0,10-80,70.0,400,76,衢州极电,磷酸铁锂电池,未明确显示,未明确显示,未明确显示,缺失:换电支持、ADAS配置,当日采集
2026-07-09,4363,特斯拉Model Y 长续航后轮驱动版,特斯拉,纯电动,26.35,长续航700+,未明确显示,未明确显示,未明确显示,821,821,168.0,400V,未明确显示,未明确显示,20-80,60.0,400,78.4,LG,三元锂电池,纯电动单电机,未明确显示,未明确显示,缺失:充电时间、换电支持、ADAS配置,当日采集
2026-07-09,25651,Model Y L 2026款 标准版,Model,纯电动,33.90,长续航700+,未明确显示,未明确显示,未明确显示,751,751,未明确显示,400V,未明确显示,未明确显示,未明确显示,未明确显示,400,82,LG,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:充电时间、充电电量、换电支持、ADAS配置,当日采集
2026-07-09,4363,特斯拉Model Y 长续航全轮驱动版,特斯拉,纯电动,26.35,长续航700+,未明确显示,未明确显示,未明确显示,750,750,168.0,400V,未明确显示,未明确显示,20-80,60.0,400,78.4,LG,三元锂电池,纯电动双电机,未明确显示,未明确显示,缺失:充电时间、换电支持、ADAS配置,当日采集
2026-07-09,4363,特斯拉Model Y 后轮驱动版,特斯拉,纯电动,26.35,未明确显示,未明确显示,未明确显示,未明确显示,593,593,未明确显示,400V,未明确显示,未明确显示,20-80,60.0,400,62.5,宁德时代,磷酸铁锂电池,纯电动单电机,未明确显示,未明确显示,缺失:充电时间、换电支持、ADAS配置,当日采集
2026-07-09,9118,智己LS6 2026款 纯电 76 Max上汽一亿台限定版,智己,纯电动,22.49,超充<=12分钟、ADAS,未明确显示,未明确显示,高配智驾版本线索,600,600,未明确显示,未明确显示,快充12分钟,12.0,10-80,70.0,未明确显示,76,宁德时代,磷酸铁锂电池,未明确显示,未明确显示,未明确显示,缺失:高压快充平台、换电支持,当日采集
2026-07-09,9118,智己LS6 2026款 纯电 Ultra,智己,纯电动,22.49,长续航700+、ADAS,未明确显示,未明确显示,高配智驾版本线索,710,710,未明确显示,未明确显示,快充17分钟,17.0,10-80,70.0,未明确显示,103,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:高压快充平台、换电支持,当日采集
2026-07-09,25079,奥迪Q6L Sportback e-tron 2026款 首发领航版,奥迪,纯电动,29.98,长续航700+,未明确显示,未明确显示,未明确显示,715,715,173.2,未明确显示,快充21分钟,21.0,10-80,70.0,未明确显示,107,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:高压快充平台、换电支持、ADAS配置,当日采集
2026-07-09,9440,奥迪Q6L e-tron 2026款 首发领航版,奥迪,纯电动,27.98,长续航700+,未明确显示,未明确显示,未明确显示,709,709,173.2,未明确显示,快充21分钟,21.0,10-80,70.0,未明确显示,107,宁德时代,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:高压快充平台、换电支持、ADAS配置,当日采集
2026-07-09,5832,Polestar 4 2025款 豪华版,Polestar,纯电动,33.80,长续航700+,未明确显示,未明确显示,未明确显示,755,755,未明确显示,未明确显示,快充30分钟 慢充17.5小时,30.0,10-80,70.0,未明确显示,100,时代吉利,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:高压快充平台、换电支持、ADAS配置,当日采集
2026-07-09,5832,Polestar 4 2025款 性能版,Polestar,纯电动,33.80,未明确显示,未明确显示,未明确显示,未明确显示,620,620,未明确显示,未明确显示,快充30分钟 慢充17.5小时,30.0,10-80,70.0,未明确显示,100,时代吉利,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:高压快充平台、换电支持、ADAS配置,当日采集
2026-07-09,5805,奔驰EQS SUV 2025款 EQS 500 4MATIC,奔驰,纯电动,91.05,长续航700+,未明确显示,未明确显示,未明确显示,777,777,未明确显示,未明确显示,快充35分钟 慢充17小时,35.0,10-80,70.0,未明确显示,122,未明确显示,三元锂电池,纯电动双电机,未明确显示,未明确显示,缺失:高压快充平台、电芯品牌、换电支持、ADAS配置,当日采集
2026-07-09,3503,埃安AION LX PLUS 千里版,埃安,纯电动,23.66,未明确显示,未明确显示,未明确显示,未明确显示,1008,未明确显示,未明确显示,未明确显示,未明确显示,未明确显示,未明确显示,未明确显示,未明确显示,144.4,未明确显示,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:高压快充平台、充电时间、充电电量、电芯品牌、换电支持、ADAS配置,当日采集
2026-07-09,3503,埃安AION LX PLUS 80 智尊版,埃安,纯电动,23.66,未明确显示,未明确显示,未明确显示,未明确显示,650,未明确显示,180.0,未明确显示,未明确显示,未明确显示,未明确显示,未明确显示,未明确显示,93.3,中创新航,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:高压快充平台、充电时间、充电电量、换电支持、ADAS配置,当日采集
2026-07-09,3503,埃安AION LX PLUS 80D Max版,埃安,纯电动,23.66,ADAS,未明确显示,未明确显示,高配智驾版本线索,600,未明确显示,175.0,未明确显示,未明确显示,未明确显示,未明确显示,未明确显示,未明确显示,93.3,中创新航,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:高压快充平台、充电时间、充电电量、换电支持,当日采集
2026-07-09,3503,埃安AION LX PLUS 80D 旗舰版,埃安,纯电动,23.66,ADAS,未明确显示,未明确显示,高配智驾版本线索,600,未明确显示,175.0,未明确显示,未明确显示,未明确显示,未明确显示,未明确显示,未明确显示,93.3,中创新航,三元锂电池,未明确显示,未明确显示,未明确显示,缺失:高压快充平台、充电时间、充电电量、换电支持,当日采集
